"","DATE","TIME","BOROUGH","ZIP.CODE","LATITUDE","LONGITUDE","ON.STREET.NAME","CROSS.STREET.NAME","PERSONS.INJURED","PERSONS.KILLED","PEDESTRIANS.INJURED","PEDESTRIANS.KILLED","CYCLISTS.INJURED","CYCLISTS.KILLED","MOTORISTS.INJURED","MOTORISTS.KILLED","VEHICLE.1.TYPE","VEHICLE.2.TYPE","VEHICLE.1.FACTOR","hour","Month","Avg..High","Avg..Low","Mean","time_of_day","season"
"1","03/16/2015","13:30",2,11235,40.5773897,-73.965294,"BRIGHTON 2 STREET","BRIGHTON 1 LANE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",13,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"2","03/16/2015","16:20",4,10456,40.8319466,-73.9198611,"WINCHESTER BOULEVARD","92 AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",16,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"3","03/16/2015","17:34",2,11219,40.6334868,-73.9865469,"15 AVENUE","47 STREET",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","DRIVER INATTENTION/DISTRACTION",17,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"4","03/16/2015","17:35",2,11222,40.7201577,-73.946042,"GRAHAM AVENUE","BAYARD STREET",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",17,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"5","03/16/2015","19:01",3,10017,40.7547827,-73.9799352,"WEST 44 STREET","5 AVENUE",1,0,0,0,1,0,0,0,"BICYCLE","TAXI","FATIGUED/DROWSY",19,3,"9¡C","1¡C","6¡C","Evening","Winter"
"6","03/17/2015","13:10",2,11201,40.6975055,-73.982275,"CONCORD STREET","PRINCE STREET",1,0,0,0,1,0,0,0,"TAXI","BICYCLE","DRIVER INEXPERIENCE",13,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"7","03/17/2015","14:50",2,11218,40.6413255,-73.9829925,"36 STREET","CHURCH AVENUE",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","DRIVER INATTENTION/DISTRACTION",14,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"8","03/17/2015","15:15",1,11377,40.7407772,-73.8986147,"1 BOULEVARD","66 STREET",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",15,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"9","03/17/2015","23:35",2,11211,40.7113504,-73.9614224,"DRIGGS AVENUE","SOUTH 4 STREET",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",23,3,"9¡C","1¡C","6¡C","Evening","Winter"
"10","03/18/2015","19:14",3,10017,40.7507747,-73.9765366,"EAST 41 STREET","LEXINGTON AVENUE",1,0,0,0,1,0,0,0,"BICYCLE","TAXI","FATIGUED/DROWSY",19,3,"9¡C","1¡C","6¡C","Evening","Winter"
"11","03/18/2015","22:00",3,10065,40.762106,-73.9601368,"EAST 63 STREET","1 AVENUE",1,0,0,0,1,0,0,0,"MOTORCYCLE","UNKNOWN","FAILURE TO YIELD RIGHT-OF-WAY",22,3,"9¡C","1¡C","6¡C","Evening","Winter"
"12","03/19/2015","21:15",1,11377,40.7446598,-73.9068045,"58 STREET","41 AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",21,3,"9¡C","1¡C","6¡C","Evening","Winter"
"13","03/20/2015","11:50",2,11226,40.6495224,-73.9557895,"BEDFORD AVENUE","ERASMUS STREET",1,0,0,0,1,0,0,0,"VAN","BICYCLE","FATIGUED/DROWSY",11,3,"9¡C","1¡C","6¡C","Morning","Winter"
"14","03/20/2015","14:50",1,11372,40.7486146,-73.8746312,"92 STREET","ROOSEVELT AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",14,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"15","03/22/2015","17:00",4,10458,40.8620661,-73.8948254,"27 STREET","HOYT AVENUE SOUTH",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","DRIVER INATTENTION/DISTRACTION",17,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"16","03/22/2015","17:13",3,10017,40.7540989,-73.9783329,"MADISON AVENUE","EAST 44 STREET",1,0,0,0,1,0,0,0,"TAXI","BICYCLE","DRIVER INATTENTION/DISTRACTION",17,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"17","03/22/2015","20:30",3,10009,40.7284761,-73.9756966,"EAST 14 STREET","AVENUE C",1,0,0,0,1,0,0,0,"UNKNOWN","BICYCLE","DRIVER INATTENTION/DISTRACTION",20,3,"9¡C","1¡C","6¡C","Evening","Winter"
"18","03/22/2015","22:02",3,10024,40.7876856,-73.9750141,"WEST 86 STREET","AMSTERDAM AVENUE",1,0,0,0,1,0,0,0,"TAXI","BICYCLE","DRIVER INATTENTION/DISTRACTION",22,3,"9¡C","1¡C","6¡C","Evening","Winter"
"19","03/23/2015","16:10",3,10025,40.7978156,-73.9713371,"104 STREET","ROOSEVELT AVENUE",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","DRIVER INATTENTION/DISTRACTION",16,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"20","03/23/2015","18:47",2,11230,40.6200954,-73.963269,"EAST 12 STREET","AVENUE L",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",18,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"21","03/24/2015","19:20",2,11211,40.7140658,-73.9493728,"METROPOLITAN AVENUE","LORIMER STREET",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","DRIVER INATTENTION/DISTRACTION",19,3,"9¡C","1¡C","6¡C","Evening","Winter"
"22","03/25/2015","18:30",1,11421,40.6879035,-73.8496995,"ATLANTIC AVENUE","93 STREET",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","PRESCRIPTION MEDICATION",18,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"23","03/25/2015","20:20",3,10014,40.7353048,-74.0049326,"BLEECKER STREET","PERRY STREET",1,0,0,0,1,0,0,0,"TAXI","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",20,3,"9¡C","1¡C","6¡C","Evening","Winter"
"24","03/25/2015","7:07",2,11204,40.630069,-73.9824045,"17 AVENUE","48 STREET",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","LOST CONSCIOUSNESS",7,3,"9¡C","1¡C","6¡C","Morning","Winter"
"25","03/25/2015","9:00",3,10003,40.734034,-73.9950494,"5 AVENUE","EAST 11 STREET",1,0,0,0,1,0,0,0,"TAXI","BICYCLE","TURNING IMPROPERLY",9,3,"9¡C","1¡C","6¡C","Morning","Winter"
"26","03/26/2015","19:40",1,11374,40.7336689,-73.8576535,"62 DRIVE","99 STREET",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","PRESCRIPTION MEDICATION",19,3,"9¡C","1¡C","6¡C","Evening","Winter"
"27","03/26/2015","22:00",3,10023,40.7784761,-73.9854489,"WEST END AVENUE","WEST 70 STREET",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",22,3,"9¡C","1¡C","6¡C","Evening","Winter"
"28","03/26/2015","9:43",4,10468,40.8622104,-73.8996443,"EAST 188 STREET","MORRIS AVENUE",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","DRIVER INATTENTION/DISTRACTION",9,3,"9¡C","1¡C","6¡C","Morning","Winter"
"29","03/27/2015","11:30",3,10029,40.7986223,-73.9416189,"EAST 116 STREET","LEXINGTON AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",11,3,"9¡C","1¡C","6¡C","Morning","Winter"
"30","03/27/2015","20:35",3,10014,40.7340942,-74.0084903,"CHARLES STREET","WASHINGTON STREET",1,0,0,0,1,0,0,0,"TAXI","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",20,3,"9¡C","1¡C","6¡C","Evening","Winter"
"31","03/28/2015","13:30",1,11694,40.5845874,-73.8195749,"ROCKAWAY BEACH BOULEVARD","BEACH 98 STREET",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",13,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"32","03/28/2015","23:40",2,11214,40.6064564,-73.989131,"RICHMOND AVENUE","RICHMOND HILL ROAD",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","ALCOHOL INVOLVEMENT",23,3,"9¡C","1¡C","6¡C","Evening","Winter"
"33","03/29/2015","13:30",2,11206,40.7116424,-73.9439099,"GRAND STREET","GRAHAM AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",13,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"34","03/29/2015","16:30",3,10001,40.7491025,-73.9920058,"WEST 31 STREET","7 AVENUE",1,0,0,0,1,0,0,0,"TAXI","BICYCLE","DRIVER INATTENTION/DISTRACTION",16,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"35","03/29/2015","19:45",3,10009,40.7293696,-73.9839983,"EAST 11 STREET","1 AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",19,3,"9¡C","1¡C","6¡C","Evening","Winter"
"36","03/30/2015","12:30",3,10010,40.7434507,-73.988192,"WEST 26 STREET","5 AVENUE",1,0,0,0,1,0,0,0,"SMALL COM VEH(4 TIRES)","BICYCLE","TURNING IMPROPERLY",12,3,"9¡C","1¡C","6¡C","Morning","Winter"
"37","03/30/2015","12:35",3,10022,40.7583292,-73.9689357,"EAST 54 STREET","3 AVENUE",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","TURNING IMPROPERLY",12,3,"9¡C","1¡C","6¡C","Morning","Winter"
"38","03/30/2015","13:00",3,10019,40.7647907,-73.9842822,"WEST 54 STREET","8 AVENUE",1,0,0,0,1,0,0,0,"VAN","BICYCLE","DRIVER INATTENTION/DISTRACTION",13,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"39","03/30/2015","14:25",2,11238,40.6817692,-73.9675328,"ATLANTIC AVENUE","VANDERBILT AVENUE",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","DRIVER INATTENTION/DISTRACTION",14,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"40","03/30/2015","18:50",1,11368,40.7557058,-73.8662367,"34 AVENUE","102 STREET",1,0,0,0,1,0,0,0,"UNKNOWN","BICYCLE","ALCOHOL INVOLVEMENT",18,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"41","03/30/2015","1:00",2,11209,40.6325799,-74.0213755,"OVINGTON AVENUE","5 AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","TRAFFIC CONTROL DISREGARDED",1,3,"9¡C","1¡C","6¡C","Midnight","Winter"
"42","03/30/2015","7:57",1,11377,40.7453924,-73.9066122,"ROOSEVELT AVENUE","58 STREET",1,0,0,0,1,0,0,0,"VAN","BICYCLE","DRIVER INATTENTION/DISTRACTION",7,3,"9¡C","1¡C","6¡C","Morning","Winter"
"43","03/31/2015","15:00",1,11354,40.764651,-73.823484,"NORTHERN BOULEVARD","PARSONS BOULEVARD",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",15,3,"9¡C","1¡C","6¡C","Afternoon","Winter"
"44","03/31/2015","21:00",3,10033,40.8509074,-73.9382837,"FORT WASHINGTON AVENUE","WEST 181 STREET",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","DRIVER INATTENTION/DISTRACTION",21,3,"9¡C","1¡C","6¡C","Evening","Winter"
"45","04/01/15","11:50",2,11213,40.6667263,-73.9424445,"KINGSTON AVENUE","CARROLL STREET",1,0,0,0,1,0,0,0,"BICYCLE","","DRIVER INATTENTION/DISTRACTION",11,4,"16¡C","6¡C","11¡C","Morning","Winter"
"46","04/01/15","20:43",2,11218,40.6396507,-73.9679172,"CORTELYOU ROAD","STRATFORD ROAD",1,0,0,0,1,0,0,0,"UNKNOWN","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",20,4,"16¡C","6¡C","11¡C","Evening","Winter"
"47","04/01/15","21:30",2,11236,40.6365927,-73.8941719,"WATER STREET","FULTON STREET",1,0,0,0,1,0,0,0,"TAXI","BICYCLE","DRIVER INATTENTION/DISTRACTION",21,4,"16¡C","6¡C","11¡C","Evening","Winter"
"48","04/02/15","16:20",2,11211,40.7119619,-73.9406885,"BUSHWICK AVENUE","GRAND STREET",1,0,0,0,1,0,0,0,"TAXI","BICYCLE","PRESCRIPTION MEDICATION",16,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"49","04/02/15","7:50",2,11216,40.6803904,-73.949557,"FULTON STREET","NOSTRAND AVENUE",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",7,4,"16¡C","6¡C","11¡C","Morning","Winter"
"50","04/03/15","7:05",1,11368,40.748739,-73.8543695,"111 STREET","45 AVENUE",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",7,4,"16¡C","6¡C","11¡C","Morning","Winter"
"51","04/04/15","14:48",1,11420,40.714641,-73.9822271,"GRAND STREET","EAST BROADWAY",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","DRIVER INEXPERIENCE",14,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"52","04/04/15","18:20",3,10036,40.7597301,-73.9916833,"9 AVENUE","WEST 44 STREET",1,0,0,0,1,0,0,0,"BICYCLE","PASSENGER VEHICLE","FATIGUED/DROWSY",18,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"53","04/04/15","19:15",3,10075,40.7700733,-73.9513989,"EAST 77 STREET","YORK AVENUE",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","BACKING UNSAFELY",19,4,"16¡C","6¡C","11¡C","Evening","Winter"
"54","04/04/15","22:50",1,11368,40.7471574,-73.8628578,"102 STREET","43 AVENUE",1,0,0,0,1,0,0,0,"VAN","BICYCLE","DRIVER INATTENTION/DISTRACTION",22,4,"16¡C","6¡C","11¡C","Evening","Winter"
"55","04/04/15","7:10",4,10451,40.8278116,-73.9259293,"EAST 161 STREET","RIVER AVENUE",1,0,0,0,1,0,0,0,"UNKNOWN","BICYCLE","FATIGUED/DROWSY",7,4,"16¡C","6¡C","11¡C","Morning","Winter"
"56","04/05/15","13:20",3,10018,40.7571447,-73.9935606,"9 AVENUE","WEST 40 STREET",1,0,0,0,1,0,0,0,"UNKNOWN","BICYCLE","DRIVER INATTENTION/DISTRACTION",13,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"57","04/05/15","14:19",4,10460,40.8396755,-73.871207,"CONEY ISLAND AVENUE","BANNER AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",14,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"58","04/05/15","17:14",4,10451,40.8254139,-73.923475,"GRAND CONCOURSE","EAST 158 STREET",0,1,0,0,0,1,0,0,"VAN","BICYCLE","DRIVER INATTENTION/DISTRACTION",17,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"59","04/06/15","10:15",3,10025,40.8018007,-73.9610774,"COLUMBUS AVENUE","WEST 110 STREET",1,0,0,0,1,0,0,0,"PICK-UP TRUCK","BICYCLE","DRIVER INATTENTION/DISTRACTION",10,4,"16¡C","6¡C","11¡C","Morning","Winter"
"60","04/06/15","18:16",2,11230,40.635361,-73.9604071,"FOSTER AVENUE","EAST 18 STREET",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",18,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"61","04/07/15","17:10",3,10028,40.7788219,-73.953985,"EAST 86 STREET","3 AVENUE",1,0,0,0,1,0,0,0,"SMALL COM VEH(4 TIRES)","BICYCLE","LOST CONSCIOUSNESS",17,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"62","04/07/15","19:30",2,11220,40.6354937,-74.0095587,"60 STREET","8 AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",19,4,"16¡C","6¡C","11¡C","Evening","Winter"
"63","04/08/15","14:00",1,11372,40.7487179,-73.8736999,"ROOSEVELT AVENUE","93 STREET",1,0,0,0,1,0,0,0,"VAN","BICYCLE","DRIVER INATTENTION/DISTRACTION",14,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"64","04/08/15","18:06",1,11106,40.7536947,-73.9287801,"37 AVENUE","34 STREET",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","DRIVER INATTENTION/DISTRACTION",18,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"65","04/08/15","20:50",3,10017,40.7518617,-73.9770343,"EAST 42 STREET","5 AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","LOST CONSCIOUSNESS",20,4,"16¡C","6¡C","11¡C","Evening","Winter"
"66","04/09/15","7:10",3,10012,40.7206259,-73.9949711,"ELIZABETH STREET","KENMARE STREET",1,0,0,0,1,0,0,0,"LIVERY VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",7,4,"16¡C","6¡C","11¡C","Morning","Winter"
"67","04/10/15","0:30",1,11368,40.7507179,-73.8587648,"ROOSEVELT AVENUE","108 STREET",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","DRIVER INATTENTION/DISTRACTION",0,4,"16¡C","6¡C","11¡C","Midnight","Winter"
"68","04/10/15","13:00",3,10029,40.7941352,-73.9428183,"ALAMEDA AVENUE","NORTHERN BOULEVARD",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",13,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"69","04/10/15","13:30",3,10002,40.7158555,-73.9949534,"CANAL STREET","CHRYSTIE STREET",1,0,0,0,1,0,0,0,"SMALL COM VEH(4 TIRES)","BICYCLE","DRIVER INATTENTION/DISTRACTION",13,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"70","04/10/15","18:09",3,10002,40.7153567,-73.9780389,"DELANCEY STREET","BARUCH DRIVE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",18,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"71","04/11/15","14:45",3,10010,40.7429104,-73.9928041,"ROOSEVELT AVENUE","COLLEGE POINT BOULEVARD",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","FATIGUED/DROWSY",14,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"72","04/11/15","16:38",2,11238,40.684204,-73.9680544,"VANDERBILT AVENUE","GATES AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",16,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"73","04/12/15","0:00",2,11205,40.688712,-73.9549775,"CLIFTON PLACE","BEDFORD AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",0,4,"16¡C","6¡C","11¡C","Midnight","Winter"
"74","04/12/15","19:57",2,11211,40.7107357,-73.9618087,"DRIGGS AVENUE","SOUTH 5 STREET",1,0,0,0,1,0,0,0,"BUS","BICYCLE","DRIVER INATTENTION/DISTRACTION",19,4,"16¡C","6¡C","11¡C","Evening","Winter"
"75","04/12/15","20:00",1,11368,40.751009,-73.8705086,"HORACE HARDING EXPRESSWAY","183 STREET",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",20,4,"16¡C","6¡C","11¡C","Evening","Winter"
"76","04/12/15","20:12",4,10451,40.8188104,-73.9282769,"EAST 149 STREET","WALTON AVENUE",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","FATIGUED/DROWSY",20,4,"16¡C","6¡C","11¡C","Evening","Winter"
"77","04/13/2015","10:40",1,11385,40.7025952,-73.8552926,"MYRTLE AVENUE","WOODHAVEN BOULEVARD",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","PRESCRIPTION MEDICATION",10,4,"16¡C","6¡C","11¡C","Morning","Winter"
"78","04/13/2015","13:00",2,11232,40.6645366,-73.9970731,"20 STREET","3 AVENUE",1,0,0,0,1,0,0,0,"BICYCLE","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION",13,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"79","04/13/2015","13:00",4,10457,40.8467834,-73.907388,"WEEKS AVENUE","EAST 175 STREET",1,0,0,0,1,0,0,0,"LIVERY VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",13,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"80","04/13/2015","18:15",2,11230,40.6251782,-73.961393,"AVENUE J","EAST 15 STREET",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","DRIVER INATTENTION/DISTRACTION",18,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"81","04/13/2015","7:45",2,11212,40.6696841,-73.9107412,"PITKIN AVENUE","ROCKAWAY AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",7,4,"16¡C","6¡C","11¡C","Morning","Winter"
"82","04/14/2015","14:30",3,10021,40.7711045,-73.9638248,"PARK AVENUE","EAST 72 STREET",1,0,0,0,1,0,0,0,"TAXI","BICYCLE","DRIVER INATTENTION/DISTRACTION",14,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"83","04/14/2015","15:55",2,11210,40.6321467,-73.9527315,"CAMPUS ROAD","BEDFORD AVENUE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","LOST CONSCIOUSNESS",15,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"84","04/14/2015","18:00",2,11235,40.5888878,-73.9656409,"OCEAN PARKWAY","AVENUE Y",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","TRAFFIC CONTROL DISREGARDED",18,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"85","04/14/2015","20:35",2,11224,40.5803795,-73.9676001,"NEPTUNE AVENUE","OCEAN PARKWAY",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",20,4,"16¡C","6¡C","11¡C","Evening","Winter"
"86","04/14/2015","22:50",1,11103,40.7646435,-73.9165884,"37 STREET","30 AVENUE",1,0,0,0,1,0,0,0,"TAXI","BICYCLE","DRIVER INATTENTION/DISTRACTION",22,4,"16¡C","6¡C","11¡C","Evening","Winter"
"87","04/14/2015","5:52",3,10012,40.7203211,-73.9940403,"BOWERY","DELANCEY STREET",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","UNKNOWN","FATIGUED/DROWSY",5,4,"16¡C","6¡C","11¡C","Midnight","Winter"
"88","04/15/2015","13:50",3,10027,40.8077723,-73.9454833,"WEST 125 STREET","LENOX AVENUE",1,0,0,0,1,0,0,0,"UNKNOWN","BICYCLE","DRIVER INATTENTION/DISTRACTION",13,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"89","04/15/2015","14:40",2,11206,40.7032089,-73.9462505,"BROADWAY","WALLABOUT STREET",1,0,0,0,1,0,0,0,"SMALL COM VEH(4 TIRES)","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",14,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"90","04/15/2015","16:35",2,11238,40.671645,-73.9625737,"WASHINGTON AVENUE","EASTERN PARKWAY",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","TURNING IMPROPERLY",16,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"91","04/15/2015","17:00",1,11101,40.7474852,-73.9273251,"SKILLMAN AVENUE","37 STREET",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",17,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"92","04/15/2015","17:42",1,11356,40.7801469,-73.8478483,"22 AVENUE","120 STREET",1,0,0,0,1,0,0,0,"PICK-UP TRUCK","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",17,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"93","04/15/2015","19:44",3,10007,40.7163024,-74.0109663,"GREENWICH STREET","CHAMBERS STREET",1,0,0,0,1,0,0,0,"TAXI","BICYCLE","LOST CONSCIOUSNESS",19,4,"16¡C","6¡C","11¡C","Evening","Winter"
"94","04/15/2015","9:10",2,11211,40.7154014,-73.9269272,"GRAND STREET","GARDNER AVENUE",1,0,0,0,1,0,0,0,"SPORT UTILITY/STATION WAGON","BICYCLE","FAILURE TO YIELD RIGHT-OF-WAY",9,4,"16¡C","6¡C","11¡C","Morning","Winter"
"95","04/16/2015","13:55",2,11222,40.7195845,-73.9469912,"3 AVENUE","BAYARD STREET",1,0,0,0,1,0,0,0,"UNKNOWN","BICYCLE","PRESCRIPTION MEDICATION",13,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"96","04/16/2015","14:00",3,10032,40.8453697,-73.9405189,"WEST 173 STREET","FORT WASHINGTON AVENUE",1,0,0,0,1,0,0,0,"TAXI","BICYCLE","DRIVER INATTENTION/DISTRACTION",14,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"97","04/16/2015","16:00",1,11368,40.7471956,-73.8603205,"104 STREET","44 AVENUE",1,0,0,0,1,0,0,0,"VAN","BICYCLE","DRIVER INATTENTION/DISTRACTION",16,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"98","04/16/2015","17:15",5,10305,40.7909625,-73.7762856,"HYLAN BOULEVARD","OLD TOWN ROAD",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","LOST CONSCIOUSNESS",17,4,"16¡C","6¡C","11¡C","Afternoon","Winter"
"99","04/16/2015","9:50",2,11217,40.6760735,-73.9775327,"6 AVENUE","BERKELEY PLACE",1,0,0,0,1,0,0,0,"PASSENGER VEHICLE","BICYCLE","DRIVER INATTENTION/DISTRACTION",9,4,"16¡C","6¡C","11¡C","Morning","Winter"
